Vessel	Condition	Description	Label	Time (h)	Time in condition (h)	Pyruvate (mM)	Glucose (mM)	Trehalose (mM)	Acetate (mM)	Lactate (mM)	Succinate (mM)	Formate (mM)	Butyrate (mM)	Blautia hydrogenotrophica (10^5 cells/uL)	Bacteroides thetaiotaomicron (10^5 cells/uL)	Roseburia intestinalis (10^5 cells/uL)
A7_C2_V7	control	control conditions	E2_C3	12	12	1.372288664	0.063591115	0.229208592	10.55277996	2.98374184	4.299358618	1.468989984	5.338429699	0.350417079	11.01697417	5.304828843
A7_C2_V7	control	control conditions	E2_C4	18	18	0	0	0.222965063	7.187897718	1.962287001	3.639114853	1.312828649	9.376767582	0.260116169	10.02332751	7.214534089
A7_C2_V7	control	control conditions	E2_C5	24	24	0	0	0.283575636	5.278218148	1.648090586	3.662037429	1.200654929	12.47021725	0.058981087	14.61737581	7.491115371
A7_C2_V7	control	control conditions	E2_C6	30	30	0	0.028809999	0.200197385	6.554163184	1.832038188	3.863663308	0.996093157	11.05677076	0.031104613	27.26008285	0.236740666
A7_C2_V7	control	control conditions	E2_C7	36	36	0	0.022995828	0	8.33365294	3.127640347	3.995622164	0.913386827	9.088454419	0	37.5485918	0.048994744
A7_C2_V7	control	control conditions	E2_C8	42	42	0	0.024562996	0	8.691005869	4.341281062	3.551646589	1.286644656	8.401427017	0	31.15550818	0.389859703
A7_C2_V7	control	control conditions	E2_C9	48	48	0	0	0	9.442125862	5.304122189	3.614493856	1.402607291	9.711091605	0	25.89114989	1.785210705
A7_C2_V7	control	control conditions	E2_C10	54	54	0	0	0	8.329513492	5.252916125	3.177038495	1.255866485	10.11793535	0	28.00111239	3.427599041
A7_C2_V7	control	control conditions	E2_C11	60	60	0	0	0	8.184769599	5.126838538	3.038673286	1.173820522	11.12530796	0.03094526	24.30688301	5.432956189
A7_C2_V7	control	control conditions	E2_C12	66	66	0	0	0	7.143877215	4.788281864	2.780360944	0.852896313	11.5924473	1.39027223	19.28498405	7.065854158
A7_C2_V7	control	control conditions	E2_C13	72	72	0	0	0	10.84924559	4.129048236	2.764352411	0.414391684	12.12102695	10.5180668	13.27162415	6.407557933
A7_C2_V7	control	control conditions	E2_C14	78	78	0	0	0	14.30109595	3.135650734	2.311050776	0.367347132	10.99523584	15.02875047	12.58017187	5.96506923
A7_C2_V7	control	control conditions	E2_C15	84	84	0	0	0	16.44547086	2.461676057	2.060292521	0.386371749	11.40208418	16.62805377	9.916926943	5.429568577
A7_C2_V7	control	control conditions	E2_C16	90	90	0	0	0	17.00180431	2.122608416	1.917819309	0.366819011	11.39737772	9.283660415	9.465722074	5.372797874
A7_C2_V7	control	control conditions	E2_C17	96	96	0	0	0	17.58729279	1.709191863	1.830287272	0.509645126	13.26537013	5.694894245	13.50402351	8.417705635
A7_C2_V7	control	control conditions	E2_C18	102	102	0	0	0	16.94535398	1.713073581	1.66793471	0.497205797	12.85806612	9.218419638	12.50235407	9.13224499
A7_C2_V7	control	control conditions	E2_C19	108	108	0	0	0	16.84336111	1.497260061	1.574490497	0.477687398	12.96529403	15.57692687	8.410770193	12.19853298
A7_C2_V7	perturbation	ongoing feed perturbation	E2_P1	114	6	0	0	0	17.30061566	1.485852869	1.399199605	0.435023006	16.63224004	9.451562038	9.598281061	8.965438583
A7_C2_V7	perturbation	ongoing feed perturbation	E2_P2	120	12	0	0	0	18.51650952	1.419459005	1.331780333	0.492868829	16.92993856	3.326197205	10.78579193	5.732344183
A7_C2_V7	perturbation	ongoing feed perturbation	E2_P3	126	6	0	0	0	14.61954457	3.06088989	3.014033126	0.468483795	10.38942634	0.919566814	14.84199798	2.241246608
A7_C2_V7	perturbation	post feed perturbation	E2_P4	132	12	0	0	0	13.95818565	1.886989343	2.864340757	1.43878327	10.96392222	0.943194666	23.41323558	2.15362782
A7_C2_V7	perturbation	post feed perturbation	E2_P5	138	18	0	0	0	13.33211201	0	3.096332028	0.823199476	11.24009211	0.261647068	21.94222154	0.574169956
A7_C2_V7	perturbation	post feed perturbation	E2_P6	144	24	0	0	0	13.98989495	0	3.155548332	0.920419745	12.80619951	0.126191324	33.54305592	0.577208461
A7_C2_V7	perturbation	post feed perturbation	E2_P7	150	30	0	0	0	13.28084867	0	2.962641393	0.998950244	12.6807769	0.151772832	35.42844882	0.527313299
A7_C2_V7	perturbation	post feed perturbation	E2_P8	156	36	0	0	0	13.28811351	0	2.82952063	1.420507512	13.76626958	0.164761963	36.09807875	0.673834183
A7_C2_V7	perturbation	post feed perturbation	E2_P9	162	42	0	0	0	12.95862604	0	2.684965065	1.434644068	13.21006853	0.308664706	34.18695453	0.67500918
A7_C2_V7	perturbation	post feed perturbation	E2_P10	168	48	0	0	0	13.58459349	0	2.748259999	1.267865307	14.8962784	0.237105764	23.16137326	0.407123463
A7_C2_V7	perturbation	post feed perturbation	E2_P11	174	54	0	0	0	13.78552081	0	2.48668802	0.849605005	13.35140014	0.874680837	21.20285649	0.369803857
A7_C2_V7	perturbation	post feed perturbation	E2_P12	180	60	0	0	0	15.60841928	0	2.246045287	0.606885773	12.31542497	3.267335672	12.19991809	0.53336644
A7_C2_V7	perturbation	post feed perturbation	E2_P13	186	66	0	0	0	17.20955736	0	1.882136409	0.603509654	12.32627105	6.062156818	15.65838722	0.79599942
A7_C2_V7	perturbation	post feed perturbation	E2_P14	192	72	0	0	0	14.87761005	0.210034034	0.895225644	0.436221683	16.03683381	9.762447398	14.48591181	0.695654421
A7_C2_V7	perturbation	post feed perturbation	E2_P15	198	78	0	0	0	19.95082313	0	1.388663748	0.618366873	11.46417399	8.085100902	15.88978803	0.372907977
A7_C2_V7	perturbation	post feed perturbation	E2_P16	204	84	0	0	0	20.94559946	0	1.23280784	0.610228313	10.81793652	7.174819857	10.59932325	0.510286436
A7_C2_V7	perturbation	post feed perturbation	E2_P17	210	90	0	0	0	21.79052144	0	1.132905929	0.570387665	9.852757612	9.211221505	12.68845762	0.574102174
A7_C2_V7	perturbation	post feed perturbation	E2_P18	216	96	0	0	0	22.83818551	0	1.110076931	0.623870144	11.91443054	7.264290582	9.90050718	0.476892359
A7_C2_V7	perturbation	post feed perturbation	E2_P19	222	102	0	0	0	22.35335441	0	1.058452883	0.615474845	10.76304467	7.825559881	13.31453045	0.992043305
A7_C2_V7	perturbation	post feed perturbation	E2_P20	228	108	0	0	0	21.06745059	0	0.981604667	0.646187482	10.94592963	4.710758103	12.66082402	0.885945143
A7_C2_V7	perturbation	post feed perturbation	E2_P21	234	114	0	0	0	20.78342722	0	0.935663463	0.62359947	9.996099314	3.585724516	13.55333212	0.706546703
A7_C2_V7	perturbation	post feed perturbation	E2_P22	240	120	0	0	0	20.70848856	0	0.898514968	0.681770055	12.45715712	5.586135605	10.67087675	0.661090701
A7_C2_V7	perturbation	post feed perturbation	E2_P23	246	126	0	0	0	19.7391631	0	0.825857141	0.69289415	11.03002947	5.894439134	8.925014407	0.845134231
A7_C2_V7	perturbation	post feed perturbation	E2_P24	252	132	0	0	0	20.30104898	0	0.85961225	0.721639619	11.02745438	7.076201297	10.2478823	0.715779272
A7_C2_V7	perturbation	post feed perturbation	E2_P25	258	138	0	0	0	20.40801455	0	0.847577184	0.672172097	10.04084973	7.076201297	10.2478823	0.715779272
A7_C2_V8	control	control conditions	E2_C1	0	0	11.11655834	7.889784999	0.253243764	1.739604635	1.157942585	0.554689482	0.566419489	0	0.061546824	0.020981609	0.023987895
A7_C2_V8	control	control conditions	E2_C2	6	6	10.58206667	7.507564146	0.246942302	2.51732013	0.986168093	0.316714956	0.625230901	0	0.216241472	0.671454159	0.275396251
A7_C2_V8	control	control conditions	E2_C3	12	12	1.436791006	0.088392658	0.230468867	11.52140324	2.988415949	4.207973197	1.466580895	5.165711437	0.415923331	12.21170245	6.190083761
A7_C2_V8	control	control conditions	E2_C4	18	18	0	0	0.226838728	7.211522805	1.891695639	3.65518496	1.280914138	9.181890006	0.217960405	10.5814417	7.835259702
A7_C2_V8	control	control conditions	E2_C5	24	24	0	0	0.283850064	5.323485652	1.686389876	3.635532221	1.169253583	12.15289362	0.081164148	17.21443845	8.036046424
A7_C2_V8	control	control conditions	E2_C6	30	30	0	0.030201014	0.181474229	6.476771666	1.821714032	3.817681429	1.010161508	11.17510475	0	31.35913177	0.271561893
A7_C2_V8	control	control conditions	E2_C7	36	36	0	0.019435934	0	8.138877877	3.055038203	3.829510151	0.944901743	9.178682852	0	42.23664191	0.07372504
A7_C2_V8	control	control conditions	E2_C8	42	42	0	0.017951907	0	8.404568857	4.194091009	3.569159593	1.351799022	8.557894074	0	27.25197759	0.106202694
A7_C2_V8	control	control conditions	E2_C9	48	48	0	0	0	9.342532283	5.368689504	3.573986845	1.555383391	9.831028705	0	27.41791704	0.939856264
A7_C2_V8	control	control conditions	E2_C10	54	54	0	0	0	8.900763115	5.376751541	3.257208078	1.430401289	9.811825283	0.030715183	29.60636455	3.73445429
A7_C2_V8	control	control conditions	E2_C11	60	60	0	0	0	8.221483168	5.296202189	2.954906983	0.997703582	10.75516504	1.036002535	17.00262984	3.485604837
A7_C2_V8	control	control conditions	E2_C12	66	66	0	0	0	12.88215674	4.366591947	2.633251799	0.254364402	10.04007251	9.627530443	18.30556002	4.933552203
A7_C2_V8	control	control conditions	E2_C13	72	72	0	0	0	15.20286718	3.481148359	2.409870906	0.326618739	10.72798921	14.30053859	16.4545654	5.066501466
A7_C2_V8	control	control conditions	E2_C14	78	78	0	0	0	17.26223464	2.789418708	2.033499323	0.381395001	10.96227868	12.66082462	14.01540143	4.288909102
A7_C2_V8	control	control conditions	E2_C15	84	84	0	0	0	17.54076489	2.338847588	1.868074202	0.385774244	11.02721552	9.7535287	13.28706865	5.835790865
A7_C2_V8	control	control conditions	E2_C16	90	90	0	0	0	17.92747567	2.22308274	1.743208555	0.433042113	11.07493423	6.826330097	12.7575217	8.160210691
A7_C2_V8	control	control conditions	E2_C17	96	96	0	0	0	17.53866791	1.856936463	1.628393557	0.524599991	14.52260495	6.67833727	14.59001263	9.468458016
A7_C2_V8	control	control conditions	E2_C18	102	102	0	0	0	16.98681926	1.657504346	1.511781456	0.487900881	12.85615615	9.477715722	10.54881982	8.409204199
A7_C2_V8	control	control conditions	E2_C19	108	108	0	0	0	16.90305641	1.361533924	1.369234419	0.46867914	12.85776754	10.81522569	9.127128706	10.48974038
A7_C2_V8	perturbation	ongoing feed perturbation	E2_P1	114	6	0	0	0	17.65227458	1.430800021	1.255649404	0.416674472	16.95003954	10.74488023	8.37833467	8.964404587
A7_C2_V8	perturbation	ongoing feed perturbation	E2_P2	120	12	0	0	0	18.69352905	1.257837575	1.164189765	0.487818427	17.11839172	3.895308953	10.86696434	5.730742621
A7_C2_V8	perturbation	ongoing feed perturbation	E2_P3	126	6	0	0	0	15.07404778	3.129052887	2.907699749	0.318757585	10.42342255	1.123400213	18.14957767	2.334599124
A7_C2_V8	perturbation	post feed perturbation	E2_P4	132	12	0	0	0	15.0034906	1.59198842	2.678492288	0.358698761	11.70536376	1.611244482	20.21920516	2.561411083
A7_C2_V8	perturbation	post feed perturbation	E2_P5	138	18	0	0	0	14.75380638	0	3.081373075	0.568400801	10.00333953	0.448056216	14.09053825	0.952534325
A7_C2_V8	perturbation	post feed perturbation	E2_P6	144	24	0	0	0	14.09517489	0	2.899340491	0.737280259	13.64017356	0.097333876	12.99866362	0.405251734
A7_C2_V8	perturbation	post feed perturbation	E2_P7	150	30	0	0	0	13.1099986	0	2.645684816	1.030038955	13.34772812	0.121158788	17.0818746	0.744621717
A7_C2_V8	perturbation	post feed perturbation	E2_P8	156	36	0	0	0	13.01511272	0	2.64473545	1.165805382	13.76850567	0.109330926	17.03813149	0.55977434
A7_C2_V8	perturbation	post feed perturbation	E2_P9	162	42	0	0	0	12.66012561	0	2.51530314	1.356068832	11.54244381	0.043204284	11.62411267	0.3378335
A7_C2_V8	perturbation	post feed perturbation	E2_P10	168	48	0	0	0	13.2954214	0	2.589815639	1.371125796	15.42226366	0.826010724	22.18537726	0.601505245
A7_C2_V8	perturbation	post feed perturbation	E2_P11	174	54	0	0	0	13.72819035	0	2.45600814	0.920318118	13.94148071	0.736275834	19.22210575	0.364268599
A7_C2_V8	perturbation	post feed perturbation	E2_P12	180	60	0	0	0	15.35594737	0	2.221163544	0.643990291	12.48118	3.800630228	18.24563721	0.679150419
A7_C2_V8	perturbation	post feed perturbation	E2_P13	186	66	0	0	0	16.93162789	0	1.869112944	0.621409351	11.40697438	3.994941786	12.34428672	0.325266659
A7_C2_V8	perturbation	post feed perturbation	E2_P14	192	72	0	0	0	14.03107514	1.115714542	1.226472817	0.467560035	1.84188455	7.949273238	13.3323025	0.398666535
A7_C2_V8	perturbation	post feed perturbation	E2_P15	198	78	0	0	0	20.94384113	0	1.446208767	0.723766772	11.82778684	8.974453787	16.3729325	0.334908318
A7_C2_V8	perturbation	post feed perturbation	E2_P16	204	84	0	0	0	21.89478732	0	1.236521268	0.64439701	11.92455636	7.599639556	11.35901645	0.190141895
A7_C2_V8	perturbation	post feed perturbation	E2_P17	210	90	0	0	0	22.86762945	0	1.108734954	0.595497866	9.893635739	7.713948953	15.96153004	0.354766548
A7_C2_V8	perturbation	post feed perturbation	E2_P18	216	96	0	0	0	24.13261887	0	1.067097861	0.644385485	12.32105563	9.986376587	9.036157724	0.353053718
A7_C2_V8	perturbation	post feed perturbation	E2_P19	222	102	0	0	0	23.05730363	0	0.972344187	0.637544349	10.71830344	9.637616702	10.02110302	0.462538323
A7_C2_V8	perturbation	post feed perturbation	E2_P20	228	108	0	0	0	22.82811384	0	0.921797679	0.607453733	11.10868238	8.288440041	10.33347726	0.465096719
A7_C2_V8	perturbation	post feed perturbation	E2_P21	234	114	0	0	0	21.97233765	0	0.878660356	0.594271058	9.867078186	3.582248839	9.714804275	0.220481052
A7_C2_V8	perturbation	post feed perturbation	E2_P22	240	120	0	0	0	20.41478767	0	0.836816316	0.698977849	13.5672046	6.202245845	10.80409075	0.456861859
A7_C2_V8	perturbation	post feed perturbation	E2_P23	246	126	0	0	0	20.3847793	0	0.786572101	0.670068151	10.71381563	6.514909011	10.55008985	0.45826847
A7_C2_V8	perturbation	post feed perturbation	E2_P24	252	132	0	0	0	20.33366519	0	0.81198099	0.703765329	11.63555785	5.836636248	9.042479718	0.445765076
A7_C2_V8	perturbation	post feed perturbation	E2_P25	258	138	0	0	0	20.83579837	0	0.78664357	0.706508321	9.566914812	7.967928476	9.854724403	0.425115107
A7_C2_V9	control	control conditions	E2_C1	0	0	11.01813533	7.854253919	0.240894101	1.712005841	0.724953965	0.318323922	0.550356311	0	0.071491627	0.019138644	0.02556697
A7_C2_V9	control	control conditions	E2_C2	6	6	10.58645795	7.627650131	0.243018324	2.408021998	0.942128893	0.315124269	0.59976621	0	0.230434246	0.648161162	0.285574466
A7_C2_V9	control	control conditions	E2_C3	12	12	2.016477767	0.401907279	0.229932372	9.844212003	3.015543353	4.176317406	1.522144479	4.497597151	0.465211438	13.44503736	4.927400049
A7_C2_V9	control	control conditions	E2_C4	18	18	0	0	0.313358947	7.85099775	1.905306394	4.088237785	1.526866478	9.769384461	0.2731729	11.7089244	7.346448321
A7_C2_V9	control	control conditions	E2_C5	24	24	0	0	0.288805207	5.209921075	1.835479574	3.662630197	1.200737593	13.29526069	0.070721875	16.34294122	9.077447291
A7_C2_V9	control	control conditions	E2_C6	30	30	0	0	0.137076824	6.229264794	2.058170515	3.722330426	1.00670482	11.28129729	0.038933646	31.73870801	0.377980811
A7_C2_V9	control	control conditions	E2_C7	36	36	0	0.037076522	0	7.967109901	3.288767412	3.901462158	0.883488202	9.059237252	0.0182022	43.38190941	0.097078399
A7_C2_V9	control	control conditions	E2_C8	42	42	0	0.021006105	0	8.655915745	4.410522717	3.508453896	1.172337603	8.075176461	0	30.03214515	0.130646779
A7_C2_V9	control	control conditions	E2_C9	48	48	0	0	0	9.793716854	5.301506477	3.525984493	1.396627838	8.951744756	0.067558744	28.00384992	1.511314118
A7_C2_V9	control	control conditions	E2_C10	54	54	0	0	0	9.472387746	5.639131603	3.193721512	1.080521492	9.488486062	1.618103441	27.82881077	3.397803192
A7_C2_V9	control	control conditions	E2_C11	60	60	0	0	0	12.27748157	4.567559043	2.941036879	0.316082353	9.726774599	8.75308354	18.39328619	3.55999558
A7_C2_V9	control	control conditions	E2_C12	66	66	0	0	0	16.90105509	3.597947825	2.476415266	0.278679659	9.111035872	9.707130268	12.11376689	3.161141268
A7_C2_V9	control	control conditions	E2_C13	72	72	0	0	0	17.15935017	2.84568718	2.216415144	0.380232522	10.60997953	14.7662852	12.78321177	4.266767773
A7_C2_V9	control	control conditions	E2_C14	78	78	0	0	0	18.42609026	2.505101162	1.981398393	0.42640507	11.02802489	8.30109216	8.55713016	4.320641255
A7_C2_V9	control	control conditions	E2_C15	84	84	0	0	0	16.69111895	1.948003886	1.70677766	0.43240029	11.80140016	9.444475669	13.02664182	9.211971599
A7_C2_V9	control	control conditions	E2_C16	90	90	0	0	0	17.46872299	1.777177889	1.582508744	0.420098184	11.71615655	9.515961173	9.840416823	7.894853396
A7_C2_V9	control	control conditions	E2_C17	96	96	0	0	0	17.60204251	1.360629239	1.518568386	0.462449862	14.05833651	12.2112973	11.11708274	7.454265241
A7_C2_V9	control	control conditions	E2_C18	102	102	0	0	0	17.53053059	1.368618182	1.334237312	0.484185725	13.38686716	9.783836833	9.062824736	6.429643959
A7_C2_V9	control	control conditions	E2_C19	108	108	0	0	0	16.78640567	1.200963251	1.178475099	0.442885417	17.33007126	10.02702342	10.19462924	7.754730963
A7_C2_V9	perturbation	ongoing feed perturbation	E2_P1	114	6	0	0	0	17.34304907	1.174277872	1.075536207	0.400664622	16.32184335	10.27021001	11.32643374	9.079817967
A7_C2_V9	perturbation	ongoing feed perturbation	E2_P2	120	12	0	0	0	19.1603272	1.092585184	1.079263222	0.418941571	17.96897573	0	17.1787081	4.473621901
A7_C2_V9	perturbation	ongoing feed perturbation	E2_P3	126	6	0.635567417	0	0	16.20629741	2.061096299	3.110338159	0.27048599	10.30726494	2.216132451	16.93397701	1.407958773
A7_C2_V9	perturbation	post feed perturbation	E2_P4	132	12	0	0	0	17.18888978	0	3.467431991	0.421467506	11.31177766	3.15194227	25.53973793	1.297227941
A7_C2_V9	perturbation	post feed perturbation	E2_P5	138	18	0	0	0	17.4079371	0	3.066016406	0.43455497	10.01468354	2.47426561	20.51710178	1.204961503
A7_C2_V9	perturbation	post feed perturbation	E2_P6	144	24	0	0	0	16.71874716	0	2.898738577	0.604154777	14.24910662	0.653875033	18.28725588	0.495324107
A7_C2_V9	perturbation	post feed perturbation	E2_P7	150	30	0	0	0	15.9942528	0	2.79422445	0.768852013	13.46606486	0.382411715	22.59142734	0.459045809
A7_C2_V9	perturbation	post feed perturbation	E2_P8	156	36	0	0	0	15.05531933	0	2.634384786	1.010020068	13.48317091	0.258094775	18.13401057	0.323750463
A7_C2_V9	perturbation	post feed perturbation	E2_P9	162	42	0	0	0	14.72078838	0	2.614819744	1.206098271	10.56399531	0.149909792	14.98526837	0.258177975
A7_C2_V9	perturbation	post feed perturbation	E2_P10	168	48	0	0	0	14.46612572	0	2.53074353	1.515008257	15.3432598	0.345915401	24.62094045	0.684967401
A7_C2_V9	perturbation	post feed perturbation	E2_P11	174	54	0	0	0	14.44666352	0	2.38683119	1.510124074	13.80932868	0.990917626	22.05542413	0.541751682
A7_C2_V9	perturbation	post feed perturbation	E2_P12	180	60	0	0	0	15.45566149	0	2.313056476	0.833273248	13.22259306	1.990058051	17.75450191	0.594364005
A7_C2_V9	perturbation	post feed perturbation	E2_P13	186	66	0	0	0	17.11832495	0	2.083714558	0.583169908	10.71305587	5.290985446	18.11372064	0.513975604
A7_C2_V9	perturbation	post feed perturbation	E2_P14	192	72	0	0	0	14.50515631	1.400875092	1.668472066	0.420523996	15.69068713	7.761684457	17.89462929	0.646807038
A7_C2_V9	perturbation	post feed perturbation	E2_P15	198	78	0	0	0	20.54359559	0	1.60971348	0.706517593	11.84539909	8.007239098	14.74747908	0.365167535
A7_C2_V9	perturbation	post feed perturbation	E2_P16	204	84	0	0	0	21.12811977	0	1.368588995	0.654718355	11.48834295	7.277692541	15.91394985	0.309259196
A7_C2_V9	perturbation	post feed perturbation	E2_P17	210	90	0	0	0	22.63402183	0	1.272878965	0.569401933	9.673069692	5.505625237	12.51251518	0.153757367
A7_C2_V9	perturbation	post feed perturbation	E2_P18	216	96	0	0	0	23.90001	0	1.187892183	0.626044076	12.45611532	7.699048437	14.97327438	0.302462617
A7_C2_V9	perturbation	post feed perturbation	E2_P19	222	102	0	0	0	23.76025984	0	1.059600871	0.590570937	10.93118463	11.29749087	13.3059337	0.343794123
A7_C2_V9	perturbation	post feed perturbation	E2_P20	228	108	0	0	0	23.60993674	0	0.973938585	0.615231254	11.24278296	11.1424826	12.09225357	0.386383358
A7_C2_V9	perturbation	post feed perturbation	E2_P21	234	114	0	0	0	23.73074511	0	0.912064244	0.590087369	9.430602024	6.583897591	11.01449185	0.232149746
A7_C2_V9	perturbation	post feed perturbation	E2_P22	240	120	0	0	0	23.93466771	0	0.887117786	0.616812395	12.16589679	9.279538717	11.58320043	0.187465429
A7_C2_V9	perturbation	post feed perturbation	E2_P23	246	126	0	0	0	23.83717112	0	0.816001579	0.696270636	10.59618261	11.77002421	11.80323768	0.249101042
A7_C2_V9	perturbation	post feed perturbation	E2_P24	252	132	0	0	0	23.49858395	0	0.829861944	0.709629325	11.008386	9.494033438	10.4312957	0.255288771
A7_C2_V9	perturbation	post feed perturbation	E2_P25	258	138	0	0	0	21.7204139	0	0.741617725	0.667203311	8.611403299	7.218042663	9.059353725	0.261476501
A7_C2_V10	control	control conditions	E2_C1	0	0	11.1444309	8.022564349	0.248577252	1.759312217	0.745823628	0.331380137	0.552387598	0	0.054281276	0.011915809	0.016456854
A7_C2_V10	control	control conditions	E2_C2	6	6	10.57569337	7.626632958	0.245693562	2.468539069	0.987324457	0.31244116	0.611083292	0	0.243809786	0.746420365	0.308983601
A7_C2_V10	control	control conditions	E2_C3	12	12	1.498317402	0.120224177	0.232453579	10.33064933	3.009412893	4.381271741	1.492364769	5.133774482	0.316407545	12.48623273	6.271021752
A7_C2_V10	control	control conditions	E2_C4	18	18	0	0	0.316936571	9.149358661	1.95437389	3.781607249	1.450469941	8.599801136	0.174206075	10.17166265	6.45165078
A7_C2_V10	control	control conditions	E2_C5	24	24	0	0	0.293566568	7.732898149	1.656971581	3.512829198	1.162714343	10.89340065	0.056328477	14.23858733	7.60017196
A7_C2_V10	control	control conditions	E2_C6	30	30	0	0	0.239040963	8.295600054	2.032415631	3.537132695	1.01714707	10.30416436	0	23.639	0
A7_C2_V10	control	control conditions	E2_C7	36	36	0	0.037501483	0	9.522082173	2.740973161	3.508258808	0.892468487	8.044795311	0	34.51682949	0.04731596
A7_C2_V10	control	control conditions	E2_C8	42	42	0	0.021188101	0	10.60315552	3.783848521	3.390637338	0.97035601	6.584977379	0	32.89006859	0.165417399
A7_C2_V10	control	control conditions	E2_C9	48	48	0	0	0	12.14921512	5.025369948	3.463141938	1.094970159	7.400065416	0	32.41802888	0.097563053
A7_C2_V10	control	control conditions	E2_C10	54	54	0	0	0	10.70026658	5.55858963	3.194013673	1.110664546	7.646421907	0	26.45277505	0.332362173
A7_C2_V10	control	control conditions	E2_C11	60	60	0	0	0	10.06212091	5.810046604	2.960392697	1.109187284	8.271661749	0.092125804	24.43483417	0.667059065
A7_C2_V10	control	control conditions	E2_C12	66	66	0	0	0	12.99585238	6.156001241	2.85717099	0	8.114897954	4.004529522	17.68494067	1.609630974
A7_C2_V10	control	control conditions	E2_C13	72	72	0	0	0	17.79317463	5.29094079	2.492507677	0.211424019	8.077552199	6.269277173	13.2470739	1.730025066
A7_C2_V10	control	control conditions	E2_C14	78	78	0	0	0	20.85898961	4.189793439	2.02423578	0.187083395	8.248923199	10.74526897	13.02213868	3.090207572
A7_C2_V10	control	control conditions	E2_C15	84	84	0	0	0	20.27821361	3.198544031	1.686270634	0.199373388	9.213776892	10.93628852	8.859231005	4.015914624
A7_C2_V10	control	control conditions	E2_C16	90	90	0	0	0	24.15189357	2.774028804	1.438580226	0.231182525	8.378953051	9.599786051	12.22922971	6.02098195
A7_C2_V10	control	control conditions	E2_C17	96	96	0	0	0	23.65722422	2.592996596	1.529721707	0.328382233	10.81216897	6.796125788	9.26064636	6.267754595
A7_C2_V10	control	control conditions	E2_C18	102	102	0	0	0	23.24114603	2.35989134	1.34075737	0.372689084	10.18652583	6.436661141	10.01231813	6.716487074
A7_C2_V10	control	control conditions	E2_C19	108	108	0	0	0	22.321515	1.951142325	1.133864641	0.285972381	11.3772749	7.887813581	10.28379143	6.992263475
A7_C2_V10	perturbation	ongoing feed perturbation	E2_P1	114	6	0	0	0	24.10307352	2.002812319	1.116852394	0.251536415	11.62064013	5.48864389	8.947549373	4.876296649
A7_C2_V10	perturbation	ongoing feed perturbation	E2_P2	120	12	0	0	0	25.72568756	1.848109127	1.12261244	0.297010852	14.88993115	8.484046677	5.499480257	7.082663967
A7_C2_V10	perturbation	ongoing feed perturbation	E2_P3	126	6	0.395226504	0	0	21.85922079	1.898040078	2.88975133	0.268078787	8.757580085	5.551984	10.23640998	0.752335467
A7_C2_V10	perturbation	post feed perturbation	E2_P4	132	12	0	0	0	23.55220066	0	3.023268867	0.38503556	7.414692832	9.134523354	18.79455587	0.731445572
A7_C2_V10	perturbation	post feed perturbation	E2_P5	138	18	0	0	0	24.84011537	0	2.538386051	0.433949084	6.623985507	8.406500395	15.18869393	0.73022567
A7_C2_V10	perturbation	post feed perturbation	E2_P6	144	24	0	0	0	24.37206401	0	2.226795182	0.510987286	11.65572223	4.966910072	18.01829605	0.390617684
A7_C2_V10	perturbation	post feed perturbation	E2_P7	150	30	0	0	0	21.58082829	0	2.099628532	0.640799249	8.535586391	2.057442081	13.05627291	0.443658043
A7_C2_V10	perturbation	post feed perturbation	E2_P8	156	36	0	0	0	20.14283729	0	2.107654318	0.726024782	11.53114849	1.177743091	15.23137421	0.294435773
A7_C2_V10	perturbation	post feed perturbation	E2_P9	162	42	0	0	0	18.89131184	0	2.124975376	0.848921064	9.312788022	0.689766866	15.9543907	0.269396898
A7_C2_V10	perturbation	post feed perturbation	E2_P10	168	48	0	0	0	17.97125605	0	2.199555889	0.96533353	14.4516075	0.589580735	20.46861668	0.454892032
A7_C2_V10	perturbation	post feed perturbation	E2_P11	174	54	0	0	0	16.43682461	0	2.146356685	1.069411227	12.5160361	0.505184546	17.42757151	0.577507975
A7_C2_V10	perturbation	post feed perturbation	E2_P12	180	60	0	0	0	15.41232117	0	2.06361483	1.30124105	13.13211383	0.409897706	16.10205949	0.63702717
A7_C2_V10	perturbation	post feed perturbation	E2_P13	186	66	0	0	0	15.08199854	0	2.021558267	1.11162309	11.32568758	0.587490605	11.85632909	0.419113236
A7_C2_V10	perturbation	post feed perturbation	E2_P14	192	72	0	0	0	14.08572983	1.374150514	1.63346302	0.393990857	15.61455695	2.862859286	14.89981589	0.528693863
A7_C2_V10	perturbation	post feed perturbation	E2_P15	198	78	0	0	0	17.05051529	0	1.587106351	0.660575121	13.84348014	4.574312195	11.72882236	0.493508384
A7_C2_V10	perturbation	post feed perturbation	E2_P16	204	84	0	0	0	18.41671313	0	1.469598918	0.63527429	13.77794064	6.838672354	14.22317403	0.524227966
A7_C2_V10	perturbation	post feed perturbation	E2_P17	210	90	0	0	0	19.1765119	0	1.277888582	0.565928692	10.49112924	6.570977335	16.34674712	0.414155167
A7_C2_V10	perturbation	post feed perturbation	E2_P18	216	96	0	0	0	20.20706523	0	1.14697277	0.648415005	12.18886226	5.133418949	10.56936421	0.240194777
