species	parameter	value	min	max
bh	bh_expA_mumax	0.6433139667627024	0.1	2.0
bh	bh_expA_pHopt	5.333803674087271	5.0	8.0
bh	bh_expA_pHalpha	55.734809583807724	10.0	400.0
bh	bh_expB_mumax	1.4885997063492136	0.1	2.0
bh	bh_expB_pHopt	6.398236452977249	5.0	8.0
bh	bh_expB_pHalpha	41.21113577952323	10.0	400.0
bh	bh_z1_r	0.010036377464182678	0.0	3.0
bh	bh_z2_r	0.05077128430583688	0.0	3.0
bh	bh_z3_r	0.02949067602159755	0.0	3.0
bh	bh_z4_r	2.4893866337313186	0.0	3.0
bh	bh_monod_trehalose	4.909733999705195	0.1	10.0
bh	bh_monod_pyruvate	0.34594556195249404	0.1	10.0
bh	bh_monod_glucose	0.1602424938307279	0.1	10.0
bh	bh_monod_glutamate	0.10101239949231931	0.1	10.0
bh	bh_expA_ft1_trehalose_g	0.7479211678128111	0.0	10.0
bh	bh_expA_ft1_acetate_g	-1.735809646132111	-10.0	0.0
bh	bh_expA_ft1_lactate_g	-3.231794465410818	-10.0	0.0
bh	bh_expA_ft2_pyruvate_g	1.1850349528263386	0.0	10.0
bh	bh_expA_ft2_acetate_g	-0.8989412167548032	-10.0	0.0
bh	bh_expB_ft3_glucose_g	1.8348712172929216	0.0	10.0
bh	bh_expB_ft3_glutamate_g	1.2091130559625751	0.0	10.0
bh	bh_expB_ft3_acetate_g	-2.4457764448135073	-10.0	0.0
bh	glutamate_conc	1.00379742928792	0.0	10.0
bh	bh_z1_t1	0.02130073543374327	0.01	10.0
bh	bh_z1_t2	9.63513138073137	0.0001	10.0
bh	bh_z1_h1	0.03505588539242375	0.0001	10.0
bh	bh_z1_h2	9.9447432463799	0.0001	10.0
bh	bh_z3_t1	0.802876777354255	0.0001	1.0
bh	bh_z3_t2	0.00029506171768017093	0.0001	1.0
bh	bh_z3_h1	4.760711938687917	0.0001	10.0
bh	bh_z3_h2	5.378317874246804	0.0001	10.0
